user_id,sex,weight,activity_date,calories,average_cadence,average_temp,distance,elev_high,elev_low,max_heartrate,max_speed,moving_time,total_elevation_gain,average_speed,variance_speed,std_speed,average_heartrate,variance_heartrate,std_heartrate
18933919,M,67,2017-12-06T15:28:55Z,0,82.3,undefined,9679.9,239.4,236,undefined,6.3,2602,6.1,3.74,0.12,0.35,0,0,0
18933919,M,67,2018-04-17T16:10:22Z,0,79.2,24,5705.1,652.8,642.2,160,5.8,1862,18,3.11,0.09,0.3,146.86,19.65,4.43
18933919,M,67,2018-02-05T14:49:33Z,0,82.2,undefined,11154.3,287,251,undefined,5.5,3174,72.1,3.52,0.26,0.51,0,0,0
18933919,M,67,2017-11-22T15:08:17Z,1177.4,82.9,undefined,14115.7,424.9,235.4,undefined,4.9,4118,106.9,3.5,0.13,0.36,0,0,0
18933919,M,67,2018-05-14T14:20:30Z,0,83.9,20,13704,653.2,598,182,4.6,3855,52,3.56,0.05,0.22,165.44,73.44,8.57
18933919,M,67,2018-01-21T11:58:33Z,0,82.8,undefined,25069.8,445,211.6,undefined,17.1,5395,346.9,5.45,11.5,3.39,0,0,0
18933919,M,67,2018-05-16T13:43:56Z,0,83.4,20,11012,626.6,581,179,4.7,3015,35,3.56,0.26,0.51,158.45,89.5,9.46
18933919,M,67,2017-11-11T09:10:20Z,1285.3,83.2,undefined,14271.7,424.9,235.4,undefined,11.5,4175,334.7,3.52,0.23,0.48,0,0,0
18933919,M,67,2017-10-09T15:53:46Z,827.1,83.3,undefined,10017.3,238.8,235.8,undefined,6.2,2772,4.6,3.56,0.28,0.53,0,0,0
18933919,M,67,2018-06-02T16:05:19Z,0,82.3,25,13896.7,537.6,485.4,179,5.4,3683,50,3.78,0.03,0.17,161.51,70.25,8.38
18933919,M,67,2018-01-26T06:05:16Z,0,81,undefined,11957.9,418.1,235.4,undefined,4.3,4033,323.1,3.05,0.22,0.46,0,0,0
18933919,M,67,2017-10-11T13:44:20Z,0,82.4,undefined,14579.8,424.9,235.4,undefined,5.8,4156,100.2,3.54,0.08,0.28,0,0,0
18933919,M,67,2018-04-13T15:33:23Z,0,79.3,23,3011.6,634,621.8,157,6.3,980,16,2.6,0.77,0.88,128.64,488.18,22.09
18933919,M,67,2017-12-13T07:48:53Z,0,82.3,undefined,28008.1,675.1,235.3,undefined,4.6,9123,662.8,3.1,0.13,0.37,0,0,0
18933919,M,67,2018-05-18T07:50:23Z,0,83.8,19,8026.2,573.2,571.4,163,4.2,2710,1,2.98,0.35,0.59,150.39,10.45,3.23
18933919,M,67,2018-05-31T17:37:30Z,0,83.6,20,11004.5,542.6,500.2,undefined,5.7,2919,35,3.79,0.13,0.36,0,0,0
18933919,M,67,2017-10-30T15:07:35Z,1197.1,82.6,undefined,14397.4,424.9,235.4,undefined,4.7,4142,104.6,3.53,0.09,0.3,0,0,0
18933919,M,67,2017-11-07T15:30:22Z,1262.3,83.4,undefined,14263.5,424.9,235.4,undefined,5.7,3991,301.1,3.63,0.11,0.33,0,0,0
