average_cadence;average_heartrate;average_speed;average_temp;calories;distance;max_heartrate;max_speed;moving_time;total_elevation_gain
85.9;0;2.37;18;580;10232;0;6.1;4317;408
85.8;0;2.647;20;522;8997;0;4.6;3399;315
67.9;0;1.677;21;1008;18787;0;5.4;11203;1819
87.7;0;2.743;24;525;8709;0;5.7;3175;270
85.4;0;2.666;21;525;8863;0;6.7;3324;306
87;0;2.643;25;466;7806;0;7.8;2953;259
86.5;0;2.495;24;469;8124;0;6.3;3256;302
85.7;0;2.442;28;411;7129;0;6;2919;243
86.5;0;2.573;24;425;6700;0;7.4;2604;240
88.6;0;3.169;23;490;8422;0;4.2;2658;3
85.5;0;2.684;26;501;8442;0;5.2;3145;267
87.9;0;3.266;26;466;7979;0;5.8;2443;21
79.7;0;2.46;27;458;7567;0;8.2;3076;231
83.8;0;2.196;27;579;10184;0;12;4638;457
86.3;0;2.774;27;467;7906;0;3.9;2850;114
80.8;0;2.083;23;1022;17481;0;6.2;8393;955
65;0;3.013;19;347;5878;0;6;1951;45
87.9;0;3.02;20;519;8836;0;6.2;2926;117
86.1;0;2.632;19;526;9243;0;5.1;3512;297
86.2;0;2.652;17;532;8973;0;4.4;3383;335
85.3;0;2.453;23;575;10012;0;5.8;4081;273
86;0;2.646;21;606;10439;0;4.4;3945;336
0;0;2.258;16;0;10841;0;6;4802;470
83.8;0;2.419;23;573;9726;0;4.4;4021;336
0;0;2.589;0;733;7819.8;0;4.4;3020;256.4
78.9;0;1.699;26;599;11508;0;3.8;6773;795
86.2;0;2.941;26;590;10024;0;4.2;3408;42
86.1;0;2.722;26;484;8174;0;4.8;3003;258
85.8;0;2.48;23;448;7690;0;4.9;3101;234
81.7;0;2.367;21;470;8223;0;5;3474;421
82;0;2.202;25;564;9871;0;7.4;4483;411
85.4;0;2.441;27;615;10735;0;9.8;4397;476
87.8;0;3.093;25;780;13284;0;5.4;4295;9
72.1;0;1.958;18;1696;31059;0;8.6;15303;2029
85.1;0;2.639;22;550;9347;0;6.5;3542;249
86.2;0;2.699;25;536;9184;0;4.4;3403;354
85.9;0;2.463;25;636;10599;0;5.6;4304;434
